0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.000000000000000021e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.000000000000000042e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.000000000000000062e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
4.000000000000000083e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
5.000000000000000104e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
6.000000000000000125e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
7.000000000000000146e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
8.000000000000000167e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
9.000000000000001055e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.000000000000000021e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.099999999999999936e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.200000000000000025e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.300000000000000114e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.400000000000000029e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.499999999999999944e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.600000000000000033e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.700000000000000122e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.800000000000000211e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
1.899999999999999953e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.000000000000000042e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.100000000000000130e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.199999999999999872e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.299999999999999961e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.400000000000000050e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.500000000000000139e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.600000000000000228e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.699999999999999969e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.800000000000000058e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.900000000000000147e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
2.999999999999999889e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.099999999999999978e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.200000000000000067e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.300000000000000155e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.400000000000000244e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.500000000000000333e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.600000000000000422e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.699999999999999817e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.799999999999999906e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
3.899999999999999994e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
4.100000000000000172e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
4.200000000000000261e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
4.300000000000000350e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
4.399999999999999745e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00
